"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"AT<sub>1</sub> receptor","34",,"Agtr1b|Agtr1a","P29089|P25095","ENSRNOG00000010640|ENSRNOG00000018346",,"",,,,,"","Rat","3939","[<sup>3</sup>H]L158809","Synthetic organic",,,,"178100767","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","9.180000305175781","","Kd","","0.6600000262260437","","=","","","","1480133"
"AT<sub>1</sub> receptor","34",,"Agtr1b|Agtr1a","P29089|P25095","ENSRNOG00000010640|ENSRNOG00000018346",,"",,,,,"","Rat","3941","[<sup>3</sup>H]losartan","Synthetic organic",,,,"178100769","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","8.21","","Kd","","6.2","","=","","","","8282008"
"AT<sub>1</sub> receptor","34",,"AGTR1","P30556","ENSG00000144891",,"",,,,,"","Human","593","[<sup>3</sup>H]valsartan","Synthetic organic",,,,"135651214","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","9.0","","8.800000190734863","IC50","1.5800000429153442","","1.0","=","","","","11206708"
"AT<sub>1</sub> receptor","34",,"AGTR1","P30556","ENSG00000144891",,"",,,,,"","Human","6898","tasosartan","Synthetic organic",,,,"178103480","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","8.920000076293945","","IC50","","1.2000000476837158","","=","","","","11046101"
"AT<sub>1</sub> receptor","34",,"AGTR1","P30556","ENSG00000144891",,"",,,,,"","Human","592","telmisartan","Synthetic organic",,,,"135651242","true","Antagonist","Antagonist","","Selective","false","true","","pIC50","","8.399999618530273","","-","","","","=","","","","9878991"
"AT<sub>1</sub> receptor","34",,"AGTR1","P30556","ENSG00000144891",,"",,,,,"","Human","6902","TRV027","Peptide",,,,"178103484","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","7.71999979019165","","Kd","","19.0","","=","","","","20801892"
"AT<sub>1</sub> receptor","34",,"AGTR1","P30556","ENSG00000144891",,"",,,,,"","Human","3937","valsartan","Synthetic organic",,,,"178100765","true","Antagonist","Antagonist","","Selective","false","true","","pIC50","","8.609999656677246","","IC50","","2.430000066757202","","=","","","","8577935"
"AT<sub>1</sub> receptor","34",,,,,,"",,,,,"","Guinea pig","8324","ZD-7155","Synthetic organic",,,,"252166536","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","8.420000076293945","","IC50","","3.799999952316284","","=","","","","8576904"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","582","angiotensin-(1-7)","Peptide",,"AGT|Agt|Agt","Human|Mouse|Rat","135651614","false","Agonist","Agonist","","Selective","true","false","","pIC50","","6.610000133514404","","IC50","","246.0","","=","","","","21542804"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","6894","angiotensin A","Peptide",,"AGT","Human","178103476","false","Agonist","Agonist","","Not Determined","false","false","","pIC50","","9.920000076293945","","-","","","","=","","","","17138938"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","6894","angiotensin A","Peptide",,"AGT","Human","178103476","false","Agonist","Agonist","","Not Determined","false","false","","pKi","","8.640000343322754","","Ki","","2.299999952316284","","=","","","","21464395"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","6918","compound 21 [PMID: 22802221]","Synthetic organic",,,,"178103500","false","Agonist","Agonist","","Not Determined","false","false","","pKi","","9.399999618530273","","Ki","","0.4000000059604645","","=","","","","15537354"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","6893","novokinin","Peptide",,,,"178103475","false","Agonist","Agonist","","Not Determined","false","false","","pKi","","8.130000114440918","","Ki","","7.349999904632568","","=","","","","18207609"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","2504","angiotensin II","Peptide",,"AGT|Agt|Agt","Human|Mouse|Rat","53801076","true","Agonist","Full agonist","","Not Determined","true","false","","pKd","","10.199999809265137","","-","","","","=","","","","2775266|7850406"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","585","angiotensin III","Peptide",,"AGT|Agt|Agt","Human|Mouse|Rat","135651616","false","Agonist","Full agonist","","Not Determined","true","false","","pKd","","10.399999618530273","","-","","","","=","","","","8242249|2775266"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","3944","CGP42112","Peptide",,,,"178100771","false","Agonist","Full agonist","","Selective","false","false","","pIC50","","9.630000114440918","","IC50","","0.2329999953508377","","=","","","","21542804"
"AT<sub>2</sub> receptor","35",,"Agtr2","P35351","ENSRNOG00000050006",,"",,,,,"","Rat","6918","compound 21 [PMID: 22802221]","Synthetic organic",,,,"178103500","false","Agonist","Full agonist","","Not Determined","false","false","","pEC50","5.800000190734863","","5.599999904632568","-","","","","=","","","","22802221"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","6918","compound 21 [PMID: 22802221]","Synthetic organic",,,,"178103500","false","Agonist","Full agonist","","Selective","false","false","","pEC50","","4.800000190734863","","-","","","","=","","","","22802221"
"AT<sub>2</sub> receptor","35",,"Agtr2","P35351","ENSRNOG00000050006",,"",,,,,"","Rat","595","[p-aminoPhe6]ang II","Peptide",,,,"135652377","false","Agonist","Full agonist","","Selective","false","false","","pKd","9.40999984741211","","9.100000381469727","Kd","0.7900000214576721","","0.38999998569488525","=","","","","2194459"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","594","[<sup>125</sup>I]CGP42112","Peptide",,,,"135652503","false","Agonist","Full agonist","","Not Determined","false","false","","pKd","","10.6","","Kd","","0.0251","","=","","","","2775266|1764088"
"AT<sub>2</sub> receptor","35",,"Agtr2","P35351","ENSRNOG00000050006",,"",,,,,"","Rat","6906","[<sup>125</sup>I][Sar<sup>1</sup>,Ile<sup>8</sup>]Ang-II","Peptide",,,,"178103488","false","Agonist","Full agonist","","Not Determined","false","false","","pKd","8.770000457763672","","7.760000228881836","Kd","17.399999618530273","","1.7000000476837158","=","","","","10024318"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","11930","compound 1 [PMID: 28379944]","Synthetic organic",,,,"461663485","false","Antagonist","Antagonist","","Selective","false","false","","pKi","","9.470000267028809","","Ki","","0.3400000035762787","","=","","","","28379944"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","11931","compound 2 [PMID: 28379944]","Synthetic organic",,,,"461663486","false","Antagonist","Antagonist","","Non-selective","false","false","","pKi","","9.460000038146973","","Ki","","0.3499999940395355","","=","","","","28379944"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","8374","olodanrigan","Synthetic organic",,,,"252166586","false","Antagonist","Antagonist","","Selective","false","true","","pIC50","9.300000190734863","","8.5","IC50","","","","=","","","","24507377|23489258|24507378"
"AT<sub>2</sub> receptor","35",,"Agtr2","P35351","ENSRNOG00000050006",,"",,,,,"","Rat","8374","olodanrigan","Synthetic organic",,,,"252166586","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","7.53000020980835","","IC50","","29.5","","=","","","","23489258"
"AT<sub>2</sub> receptor","35",,"Agtr2","P35351","ENSRNOG00000050006",,"",,,,,"","Rat","596","PD123177","Synthetic organic",,,,"135650791","false","Antagonist","Antagonist","","Selective","false","false","","pIC50","9.489999771118164","","8.5","IC50","3.1600000858306885","","0.3199999928474426","=","","","","2590220|8469774|2314387"
"AT<sub>2</sub> receptor","35",,"AGTR2","P50052","ENSG00000180772",,"",,,,,"","Human","597","PD123319","Synthetic organic",,,,"135650792","false","Antagonist","Antagonist","","Selective","false","false","","pKd","9.199999809265137","","8.699999809265137","Kd","1.9900000095367432","","0.6299999952316284","=","","","","2402226|1709220"
"AT<sub>2</sub> receptor","35",,"Agtr2","P35351","ENSRNOG00000050006",,"",,,,,"","Rat","598","saralasin","Peptide",,,,"135652450","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","9.0","","-","","","","=","","","","2590220"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","616","bombesin","Peptide",,,,"135652044","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","7.68","","7.47","Ki","34.0","","21.0","=","","","","10454496|7838118"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","616","bombesin","Peptide",,,,"135652044","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","7.49","","7.47","Ki","34.0","","32.0","=","","","","10454496|7838118"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","616","bombesin","Peptide",,,,"135652044","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","8.75","","8.43","IC50","3.7","","1.77","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","632","[D-Phe<sup>6</sup>,&beta;-Ala<sup>11</sup>,Phe<sup>13</sup>,Nle<sup>14</sup>]bombesin-(6-14)","Peptide",,,,"135652124","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","9.7","","7.8","-","","","","=","","","","10454496|21729729"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","632","[D-Phe<sup>6</sup>,&beta;-Ala<sup>11</sup>,Phe<sup>13</sup>,Nle<sup>14</sup>]bombesin-(6-14)","Peptide",,,,"135652124","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","9.68","","9.49","IC50","0.32","","0.21","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","612","gastrin-releasing peptide","Peptide",,"GRP","Human","135651760","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","6.39","","6.36","Ki","440.0","","403.0","=","","","","10454496|7838118|9325344|10353842"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6175","gastrin releasing peptide(14-27) (human)","Peptide",,,,"178102796","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","6.64","","IC50","","230.0","","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6175","gastrin releasing peptide(14-27) (human)","Peptide",,,,"178102796","false","Agonist","Full agonist","","Not Determined","true","false","","pIC50","6.91","","6.83","IC50","148.0","","123.0","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6168","[Leu<sup>8</sup>]-phyllolitorin","Peptide",,,,"178102789","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","5.0","","Ki","","10000.0","",">","","","","9325344|10353842"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6168","[Leu<sup>8</sup>]-phyllolitorin","Peptide",,,,"178102789","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","6.84","","IC50","","145.0","","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6168","[Leu<sup>8</sup>]-phyllolitorin","Peptide",,,,"178102789","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","6.53","","6.51","IC50","309.0","","295.0","=","","","",
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","617","litorin","Peptide",,,,"135652270","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","8.15","","Ki","","7.0","","=","","","","9325344|10353842"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6170","MK-5046","Synthetic organic",,,,"178102791","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","5.0","","IC50","","10000.0","",">","","","","23892571|21036912"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","613","neuromedin B","Peptide",,"NMB|Nmb|Nmb|NMB","Human|Mouse|Pig|Rat","135651812","false","Agonist","Full agonist","","Selective","true","false","","pKi","10.300000190734863","","8.100000381469727","Ki","7.900000095367432","","0.05000000074505806","=","","","","18055507|21729729|25976083"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6163","neuromedin B (1-30) (human)","Peptide",,,,"178102784","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","9.7","","9.52","IC50","0.304","","0.198","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","615","[Phe<sup>13</sup>]bombesin","Peptide",,,,"135652393","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","8.22","","6.46","Ki","350.0","","6.0","=","","","","10454496|9325344|10353842"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6166","phyllolitorin","Peptide",,,,"178102787","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","7.33","","Ki","","47.0","","=","","","","9325344|10353842"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6166","phyllolitorin","Peptide",,,,"178102787","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","7.69","","IC50","","20.4","","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6166","phyllolitorin","Peptide",,,,"178102787","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","8.64","","8.63","IC50","2.34","","2.3","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","618","ranatensin","Peptide",,,,"135652431","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","7.89","","Ki","","13.0","","=","","","","9325344|10353842"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","618","ranatensin","Peptide",,,,"135652431","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","8.83","","8.35","IC50","4.47","","1.48","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6165","Rhodei-litorin","Peptide",,,,"178102786","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","6.34","","Ki","","460.0","","=","","","","9325344|10353842"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6165","Rhodei-litorin","Peptide",,,,"178102786","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","9.75","","9.59","IC50","0.26","","0.178","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","6165","Rhodei-litorin","Peptide",,,,"178102786","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","8.99","","IC50","","1.02","","=","","","","21729729"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","3771","[<sup>125</sup>I]BH-NMB (human, mouse, rat)","Peptide",,,,"178100621","false","Agonist","Full agonist","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","623","[<sup>125</sup>I][Tyr<sup>4</sup>]bombesin","Peptide",,,,"135652568","false","Agonist","Full agonist","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6176","bantag-1","Synthetic organic",,,,"178102797","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","5.48","","5.0","IC50","10000.0","","3300.0","=","","","","20096642|23892571"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","635","D-Nal-Cys-Tyr-D-Trp-Lys-Val-Cys-Nal-NH<sub>2</sub>","Peptide",,,,"135652119","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","6.559999942779541","","6.21999979019165","IC50","605.0","","275.0","=","","","","19463875"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","635","D-Nal-Cys-Tyr-D-Trp-Lys-Val-Cys-Nal-NH<sub>2</sub>","Peptide",,,,"135652119","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","6.0","","IC50","","997.0","","=","","","","7901752"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","635","D-Nal-Cys-Tyr-D-Trp-Lys-Val-Cys-Nal-NH<sub>2</sub>","Peptide",,,,"135652119","false","Antagonist","Antagonist","","Not Determined","false","false","","pKi","7.230000019073486","","6.659999847412109","Ki","220.0","","59.0","=","","","","10454496"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","6172","D-Nal,Cys,Tyr,D-Trp,Orn,Val,Cys,Nal-NH<sub>2  </sub>","Peptide",,,,"178102793","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","6.33","","6.2","IC50","630.0","","468.0","=","","","","19463875"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","3871","dNal-<i>cyc</i>(Cys-Tyr-dTrp-Orn-Val)-Nal-NH<sub>2</sub>","Peptide",,,,"178100708","false","Antagonist","Antagonist","","Selective","false","false","","-","","","","-","","","","=","","","",
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","3840","[D-Phe<sup>6</sup>, Leu<sup>13</sup>, Cpa<sup>14</sup>,&psi;13-14]bombesin-(6-14)","Peptide",,,,"178100682","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","5.0","","IC50","","10000.0","",">","","","","19463875"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","624","JMV594","Peptide",,,,"135652227","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","5.0","","IC50","","10000.0","",">","","","","11463790"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","3889","JMV641","Peptide",,,,"178100725","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","","5.820000171661377","","IC50","","1500.0","","=","","","","11463790"
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","622","kuwanon H","Natural product",,,,"135652700","false","Antagonist","Antagonist","","Not Determined","false","false","","pKi","","5.19","","Ki","","6500.0","","=","","","","7646517"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","620","PD 165929","Synthetic organic",,,,"135650801","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","8.199999809265137","","Kd","","6.309999942779541","","=","","","",
"BB<sub>1</sub> receptor","38",,"Nmbr","P24053","ENSRNOG00000012103",,"",,,,,"","Rat","621","PD 168368","Synthetic organic",,,,"135650803","false","Antagonist","Antagonist","","Not Determined","false","false","","pIC50","7.41","","7.35","IC50","45.0","","39.0","=","","","","10454496"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","621","PD 168368","Synthetic organic",,,,"135650803","false","Antagonist","Antagonist","","Selective","false","false","","pIC50","9.600000381469727","","9.289999961853027","IC50","0.5099999904632568","","0.25","=","","","","19463875"
"BB<sub>1</sub> receptor","38",,"NMBR","P28336","ENSG00000135577",,"",,,,,"","Human","626","PD 176252","Synthetic organic",,,,"135650804","false","Antagonist","Antagonist","","Selective","false","false","","pIC50","9.770000457763672","","9.279999732971191","IC50","0.5299999713897705","","0.17000000178813934","=","","","","19463875"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","616","bombesin","Peptide",,,,"135652044","false","Agonist","Agonist","","Not Determined","false","false","","pIC50","10.15","","9.77","IC50","0.17","","0.07","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","11434","[D-Tyr<sup>6</sup>,&beta;-Ala<sup>11</sup>,N-Me-Ala<sup>13</sup>,Nle<sup>14</sup>]bombesin-(6-14)","Peptide",,,,"440816803","false","Agonist","Agonist","","Selective","false","false","","pKi","","9.5","","-","","","","=","","","","31743956"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","11259","[Leu<sup>14</sup>]bombesin","Peptide",,,,"434321694","false","Agonist","Agonist","","Selective","false","false","","pIC50","","8.880000114440918","","IC50","","1.3200000524520874","","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","617","litorin","Peptide",,,,"135652270","false","Agonist","Agonist","","Not Determined","false","false","","pIC50","9.27","","8.57","IC50","2.69","","0.54","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"Grpr","P52500","ENSRNOG00000004124",,"",,,,,"","Rat","616","bombesin","Peptide",,,,"135652044","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","8.39","","Ki","","4.1","","=","","","","7838118"
"BB<sub>2</sub> receptor","39",,"Grpr","P21729","ENSMUSG00000031364",,"",,,,,"","Mouse","616","bombesin","Peptide",,,,"135652044","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","9.05","","8.17","Ki","6.8","","0.9","=","","","","7838118"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","616","bombesin","Peptide",,,,"135652044","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","8.85","","7.36","Ki","44.0","","1.4","=","","","","10454496|7838118"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","6179","(D-Ala<sup>11</sup>]bombesin","Peptide",,,,"178102800","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","9.27","","9.15","IC50","0.71","","0.54","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","632","[D-Phe<sup>6</sup>,&beta;-Ala<sup>11</sup>,Phe<sup>13</sup>,Nle<sup>14</sup>]bombesin-(6-14)","Peptide",,,,"135652124","false","Agonist","Full agonist","","Selective","false","false","","pKi","8.0","","7.820000171661377","Ki","15.0","","10.0","=","","","","10454496|31743956"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","632","[D-Phe<sup>6</sup>,&beta;-Ala<sup>11</sup>,Phe<sup>13</sup>,Nle<sup>14</sup>]bombesin-(6-14)","Peptide",,,,"135652124","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","10.32","","10.07","IC50","0.085","","0.048","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","612","gastrin-releasing peptide","Peptide",,"GRP","Human","135651760","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","9.96","","9.92","IC50","0.12","","0.11","=","","","","19463875"
"BB<sub>2</sub> receptor","39",,"Grpr","P52500","ENSRNOG00000004124",,"",,,,,"","Rat","612","gastrin-releasing peptide","Peptide",,"GRP","Human","135651760","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","7.74","","Ki","","18.0","","=","","","","7838118|9325344"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","612","gastrin-releasing peptide","Peptide",,"GRP","Human","135651760","false","Agonist","Full agonist","","Selective","true","false","","pKi","8.210000038146973","","6.340000152587891","Ki","453.0","","6.199999809265137","=","","","","10454496|7838118|21729729"
"BB<sub>2</sub> receptor","39",,"Grpr","P21729","ENSMUSG00000031364",,"",,,,,"","Mouse","612","gastrin-releasing peptide","Peptide",,"GRP","Human","135651760","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","8.91","","8.6","Ki","2.5","","1.24","=","","","","10353842"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","6175","gastrin releasing peptide(14-27) (human)","Peptide",,,,"178102796","false","Agonist","Full agonist","","Selective","true","false","","pIC50","9.770000457763672","","9.720000267028809","IC50","0.1899999976158142","","0.17000000178813934","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"Grpr","P52500","ENSRNOG00000004124",,"",,,,,"","Rat","6168","[Leu<sup>8</sup>]-phyllolitorin","Peptide",,,,"178102789","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","6.92","","IC50","","120.0","","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","6168","[Leu<sup>8</sup>]-phyllolitorin","Peptide",,,,"178102789","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","6.43","","6.28","IC50","524.0","","372.0","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"Grpr","P52500","ENSRNOG00000004124",,"",,,,,"","Rat","6168","[Leu<sup>8</sup>]-phyllolitorin","Peptide",,,,"178102789","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","6.38","","Ki","","420.0","","=","","","","9325344|10353842"
"BB<sub>2</sub> receptor","39",,"Grpr","P52500","ENSRNOG00000004124",,"",,,,,"","Rat","617","litorin","Peptide",,,,"135652270","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","8.78","","IC50","","1.66","","=","","","","21729729"
"BB<sub>2</sub> receptor","39",,"Grpr","P52500","ENSRNOG00000004124",,"",,,,,"","Rat","617","litorin","Peptide",,,,"135652270","false","Agonist","Full agonist","","Not Determined","false","false","","pKi","","8.22","","Ki","","6.0","","=","","","","9325344|10353842"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","6170","MK-5046","Synthetic organic",,,,"178102791","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","","5.0","","IC50","","10000.0","",">","","","","23892571"
"BB<sub>2</sub> receptor","39",,"GRPR","P30550","ENSG00000126010",,"",,,,,"","Human","613","neuromedin B","Peptide",,"NMB|Nmb|Nmb|NMB","Human|Mouse|Pig|Rat","135651812","false","Agonist","Full agonist","","Not Determined","false","false","","pIC50","7.52","","7.42","IC50","38.0","","30.1","=","","","","21729729|19463875"
